url,title_changed,h1_changed,old_title,new_title,old_h1,new_h1
https://www.how-ma.com/mag/interview/change-from-scary-to-reliable/,no,no,値下げなし1ヶ月でワンルームマンションを売却成功！営業電話なしは楽でした | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,値下げなし1ヶ月でワンルームマンションを売却成功！営業電話なしは楽でした | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,値下げなし1ヶ月でワンルームマンションを売却成功！営業電話なしは楽でした,値下げなし1ヶ月でワンルームマンションを売却成功！営業電話なしは楽でした
https://www.how-ma.com/mag/interview/completion-of-sale-interview-10/,no,no,AI査定額＋400万円で売却！4ヶ月で20組内覧した背景を伺いました | HowMaマガジン,AI査定額＋400万円で売却！4ヶ月で20組内覧した背景を伺いました | HowMaマガジン,AI査定額＋400万円で売却！4ヶ月で20組内覧した背景を伺いました,AI査定額＋400万円で売却！4ヶ月で20組内覧した背景を伺いました
https://www.how-ma.com/mag/interview/completion-of-sale-interview-22/,no,no,「売れる会社は無い」と一括査定で断られた田舎の土地、HowMaで売却できた唯一の方法 | HowMaマガジン,「売れる会社は無い」と一括査定で断られた田舎の土地、HowMaで売却できた唯一の方法 | HowMaマガジン,「売れる会社は無い」と一括査定で断られた田舎の土地、HowMaで売却できた唯一の方法,「売れる会社は無い」と一括査定で断られた田舎の土地、HowMaで売却できた唯一の方法
https://www.how-ma.com/mag/interview/completion-of-sale-interview-23/,no,no,「AI査定はあくまでAI査定。それをどう判断し、誰と組むかが大事です」70代の投資家の賢い売却術 | HowMaマガジン,「AI査定はあくまでAI査定。それをどう判断し、誰と組むかが大事です」70代の投資家の賢い売却術 | HowMaマガジン,「AI査定はあくまでAI査定。それをどう判断し、誰と組むかが大事です」70代の投資家の賢い売却術,「AI査定はあくまでAI査定。それをどう判断し、誰と組むかが大事です」70代の投資家の賢い売却術
https://www.how-ma.com/mag/interview/completion-of-sale-interview-24/,no,no,築50年超の実家を3ヶ月で売却！多忙でも後悔せず売却を成功させる不動産AI査定の使い方 | HowMaマガジン,築50年超の実家を3ヶ月で売却！多忙でも後悔せず売却を成功させる不動産AI査定の使い方 | HowMaマガジン,築50年超の実家を3ヶ月で売却！多忙でも後悔せず売却を成功させる不動産AI査定の使い方,築50年超の実家を3ヶ月で売却！多忙でも後悔せず売却を成功させる不動産AI査定の使い方
https://www.how-ma.com/mag/interview/completion-of-sale-interview-25/,no,no,住んでいない遠方の家を値下げなし・6ヶ月で売却できた「確実な」理由 | HowMaマガジン,住んでいない遠方の家を値下げなし・6ヶ月で売却できた「確実な」理由 | HowMaマガジン,住んでいない遠方の家を値下げなし・6ヶ月で売却できた「確実な」理由,住んでいない遠方の家を値下げなし・6ヶ月で売却できた「確実な」理由
https://www.how-ma.com/mag/interview/completion-of-sale-interview-26/,no,no,"AI査定より＋1,400万円！戸建てを1ヶ月・値下げなしで売却成功に導いた「未来的」情報戦略 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","AI査定より＋1,400万円！戸建てを1ヶ月・値下げなしで売却成功に導いた「未来的」情報戦略 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです","AI査定より＋1,400万円！戸建てを1ヶ月・値下げなしで売却成功に導いた「未来的」情報戦略","AI査定より＋1,400万円！戸建てを1ヶ月・値下げなしで売却成功に導いた「未来的」情報戦略"
https://www.how-ma.com/mag/interview/completion-of-sale-interview-27/,no,no,高齢者とAI査定はベストマッチ？あきらめて放置していた相続不動産がAI査定＋500万で売れた！驚きの提案とは？ | HowMaマガジン,高齢者とAI査定はベストマッチ？あきらめて放置していた相続不動産がAI査定＋500万で売れた！驚きの提案とは？ | HowMaマガジン,高齢者とAI査定はベストマッチ？あきらめて放置していた相続不動産がAI査定＋500万で売れた！驚きの提案とは？,高齢者とAI査定はベストマッチ？あきらめて放置していた相続不動産がAI査定＋500万で売れた！驚きの提案とは？
https://www.how-ma.com/mag/interview/completion-of-sale-interview-28/,no,no,不動産投資歴10年の「AI査定を使いこなす投資家」が語る売却益を出せた「勝ち筋」の磨き方 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,不動産投資歴10年の「AI査定を使いこなす投資家」が語る売却益を出せた「勝ち筋」の磨き方 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,不動産投資歴10年の「AI査定を使いこなす投資家」が語る売却益を出せた「勝ち筋」の磨き方,不動産投資歴10年の「AI査定を使いこなす投資家」が語る売却益を出せた「勝ち筋」の磨き方
https://www.how-ma.com/mag/interview/completion-of-sale-interview-29/,no,no,AI査定が私の「不動産売却の武器」でした。4社比較して1ヶ月で投資マンションを速く売った方法 | HowMaマガジン,AI査定が私の「不動産売却の武器」でした。4社比較して1ヶ月で投資マンションを速く売った方法 | HowMaマガジン,AI査定が私の「不動産売却の武器」でした。4社比較して1ヶ月で投資マンションを速く売った方法,AI査定が私の「不動産売却の武器」でした。4社比較して1ヶ月で投資マンションを速く売った方法
https://www.how-ma.com/mag/interview/completion-of-sale-interview-30/,no,no,不動産投資に騙されたが売却で回避！AI査定で心を保ち9ヶ月で売却を勝ち取った話 | HowMaマガジン,不動産投資に騙されたが売却で回避！AI査定で心を保ち9ヶ月で売却を勝ち取った話 | HowMaマガジン,不動産投資に騙されたが売却で回避！AI査定で心を保ち9ヶ月で売却を勝ち取った話,不動産投資に騙されたが売却で回避！AI査定で心を保ち9ヶ月で売却を勝ち取った話
https://www.how-ma.com/mag/interview/completion-of-sale-interview-31/,no,no,初めての相続→実家じまいで、手探りで10ヶ月格闘の末に手に入れた本当の「安心」＝「AI査定」 | HowMaマガジン,初めての相続→実家じまいで、手探りで10ヶ月格闘の末に手に入れた本当の「安心」＝「AI査定」 | HowMaマガジン,初めての相続→実家じまいで、手探りで10ヶ月格闘の末に手に入れた本当の「安心」＝「AI査定」,初めての相続→実家じまいで、手探りで10ヶ月格闘の末に手に入れた本当の「安心」＝「AI査定」
https://www.how-ma.com/mag/interview/completion-of-sale-interview-32/,no,no,「自宅を建てて3年で転勤。でも後悔してない。」31歳パパが注文住宅を手放さず、賃貸に出すと決めた理由 | HowMaマガジン,「自宅を建てて3年で転勤。でも後悔してない。」31歳パパが注文住宅を手放さず、賃貸に出すと決めた理由 | HowMaマガジン,「自宅を建てて3年で転勤。でも後悔してない。」31歳パパが注文住宅を手放さず、賃貸に出すと決めた理由,「自宅を建てて3年で転勤。でも後悔してない。」31歳パパが注文住宅を手放さず、賃貸に出すと決めた理由
https://www.how-ma.com/mag/interview/completion-of-sale-interview-33/,no,no,「転勤で家を売るなんて無理！」と思った主婦が、AI査定で3ヶ月だけで納得の売却を成功させたたった2つの戦略 | HowMaマガジン,「転勤で家を売るなんて無理！」と思った主婦が、AI査定で3ヶ月だけで納得の売却を成功させたたった2つの戦略 | HowMaマガジン,「転勤で家を売るなんて無理！」と思った主婦が、AI査定で3ヶ月だけで納得の売却を成功させたたった2つの戦略,「転勤で家を売るなんて無理！」と思った主婦が、AI査定で3ヶ月だけで納得の売却を成功させたたった2つの戦略
https://www.how-ma.com/mag/interview/completion-of-sale-interview-34/,no,no,住んでない大分の実家が1ヶ月・購入金額980万で売却できた！AI査定で成功した実家処分 | HowMaマガジン,住んでない大分の実家が1ヶ月・購入金額980万で売却できた！AI査定で成功した実家処分 | HowMaマガジン,住んでない大分の実家が1ヶ月・購入金額980万で売却できた！AI査定で成功した実家処分,住んでない大分の実家が1ヶ月・購入金額980万で売却できた！AI査定で成功した実家処分
https://www.how-ma.com/mag/interview/completion-of-sale-interview-35/,no,no,「草刈り地獄」の相続実家が値引きゼロ・3ヶ月で売れた理由は？ | HowMaマガジン,「草刈り地獄」の相続実家が値引きゼロ・3ヶ月で売れた理由は？ | HowMaマガジン,「草刈り地獄」の相続実家が値引きゼロ・3ヶ月で売れた理由は？,「草刈り地獄」の相続実家が値引きゼロ・3ヶ月で売れた理由は？
https://www.how-ma.com/mag/interview/completion-of-sale-interview-37/,no,no,7つの不動産を所有するIT社長が明かす、不動産投資の出口戦略。AI査定は感情のブレーキだ | HowMaマガジン,7つの不動産を所有するIT社長が明かす、不動産投資の出口戦略。AI査定は感情のブレーキだ | HowMaマガジン,7つの不動産を所有するIT社長が明かす、不動産投資の出口戦略。AI査定は感情のブレーキだ,7つの不動産を所有するIT社長が明かす、不動産投資の出口戦略。AI査定は感情のブレーキだ
https://www.how-ma.com/mag/interview/completion-of-sale-interview-38/,no,no,AI査定＋自宅の強みの正確なプレゼンで高額売却！20年住んだ篠山市の戸建てを査定額より数百万円高く売却できたリアル体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,AI査定＋自宅の強みの正確なプレゼンで高額売却！20年住んだ篠山市の戸建てを査定額より数百万円高く売却できたリアル体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,AI査定＋自宅の強みの正確なプレゼンで高額売却！20年住んだ篠山市の戸建てを査定額より数百万円高く売却できたリアル体験談,AI査定＋自宅の強みの正確なプレゼンで高額売却！20年住んだ篠山市の戸建てを査定額より数百万円高く売却できたリアル体験談
https://www.how-ma.com/mag/interview/completion-of-sale-interview-39/,no,no,AI査定＋450万円で目黒のマンションを売却！不動産会社選びの正解が見えない不安をどう乗り越えたのか | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,AI査定＋450万円で目黒のマンションを売却！不動産会社選びの正解が見えない不安をどう乗り越えたのか | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,AI査定＋450万円で目黒のマンションを売却！不動産会社選びの正解が見えない不安をどう乗り越えたのか,AI査定＋450万円で目黒のマンションを売却！不動産会社選びの正解が見えない不安をどう乗り越えたのか
https://www.how-ma.com/mag/interview/completion-of-sale-interview-41/,no,no,"3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」 | HowMaマガジン","3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」 | HowMaマガジン","3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」","3,300万円で買った物件がAI査定で4,000万円？浅草のワンルームで900万円の利益を出した公務員投資家がつかんだ「売り時のサイン」"
https://www.how-ma.com/mag/interview/completion-of-sale-interview-42/,no,no,AI査定を信じて2年越しの売却成功！サブリースマンションを売却できたのはHowMaで出会った不動産会社のおかげ | HowMaマガジン,AI査定を信じて2年越しの売却成功！サブリースマンションを売却できたのはHowMaで出会った不動産会社のおかげ | HowMaマガジン,AI査定を信じて2年越しの売却成功！サブリースマンションを売却できたのはHowMaで出会った不動産会社のおかげ,AI査定を信じて2年越しの売却成功！サブリースマンションを売却できたのはHowMaで出会った不動産会社のおかげ
https://www.how-ma.com/mag/interview/completion-of-sale-interview-43/,no,no,AI査定で不動産の出口を見極めた。10年保有の投資マンションを1ヶ月で売却できた50代投資家の決断 | HowMaマガジン,AI査定で不動産の出口を見極めた。10年保有の投資マンションを1ヶ月で売却できた50代投資家の決断 | HowMaマガジン,AI査定で不動産の出口を見極めた。10年保有の投資マンションを1ヶ月で売却できた50代投資家の決断,AI査定で不動産の出口を見極めた。10年保有の投資マンションを1ヶ月で売却できた50代投資家の決断
https://www.how-ma.com/mag/interview/completion-of-sale-interview-44/,no,no,8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却 | HowMaマガジン,8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却 | HowMaマガジン,8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却,8年住んだ不動産売却で利益を出せた理由はHowMaのAI査定！冷静な判断が導いた理想の売却
https://www.how-ma.com/mag/interview/completion-of-sale-interview-45/,no,no,家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年,家族が増えて3LDKが手狭になり、AI査定で住み替えを決断するまでの1年
https://www.how-ma.com/mag/interview/completion-of-sale-interview-46/,no,no,AI査定で不動産売却を決断し、90万の値下げのみで売却成功！会社員投資家のリアル体験記 | HowMaマガジン,AI査定で不動産売却を決断し、90万の値下げのみで売却成功！会社員投資家のリアル体験記 | HowMaマガジン,AI査定で不動産売却を決断し、90万の値下げのみで売却成功！会社員投資家のリアル体験記,AI査定で不動産売却を決断し、90万の値下げのみで売却成功！会社員投資家のリアル体験記
https://www.how-ma.com/mag/interview/healthy-competition-occur/,no,no,値下げなし1週間でスピード売却！囲い込みが発生しない新しいマンション売却の仕組み | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,値下げなし1週間でスピード売却！囲い込みが発生しない新しいマンション売却の仕組み | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,値下げなし1週間でスピード売却！囲い込みが発生しない新しいマンション売却の仕組み,値下げなし1週間でスピード売却！囲い込みが発生しない新しいマンション売却の仕組み
https://www.how-ma.com/mag/interview/howma-can-reduce-hassle-of-selling/,no,no,売主有利で不動産売却の進め方！面倒なことの３割はHowMaがやってくれる？ | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,売主有利で不動産売却の進め方！面倒なことの３割はHowMaがやってくれる？ | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,売主有利で不動産売却の進め方！面倒なことの３割はHowMaがやってくれる？,売主有利で不動産売却の進め方！面倒なことの３割はHowMaがやってくれる？
https://www.how-ma.com/mag/interview/howma-is-neutral-position/,no,no,2週間で居住中の戸建てを売却！スマホで簡単・手間なく売却できた理由はHowMa | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,2週間で居住中の戸建てを売却！スマホで簡単・手間なく売却できた理由はHowMa | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,2週間で居住中の戸建てを売却！スマホで簡単・手間なく売却できた理由はHowMa,2週間で居住中の戸建てを売却！スマホで簡単・手間なく売却できた理由はHowMa
https://www.how-ma.com/mag/interview/howma-is-rational-service/,no,no,HowMaオンライン売却は一般媒介なのに手間なくデメリットが一切ない | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,HowMaオンライン売却は一般媒介なのに手間なくデメリットが一切ない | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,HowMaオンライン売却は一般媒介なのに手間なくデメリットが一切ない,HowMaオンライン売却は一般媒介なのに手間なくデメリットが一切ない
https://www.how-ma.com/mag/interview/howma-is-very-easy/,no,no,希望価格での戸建て売却がチャットで完結！HowMaオンライン売却はとにかく手軽 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,希望価格での戸建て売却がチャットで完結！HowMaオンライン売却はとにかく手軽 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,希望価格での戸建て売却がチャットで完結！HowMaオンライン売却はとにかく手軽,希望価格での戸建て売却がチャットで完結！HowMaオンライン売却はとにかく手軽
https://www.how-ma.com/mag/interview/howma-sale-activity-is-very-fun/,no,no,100万円アップ&3週間で売却！営業電話なしのHowMa体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,100万円アップ&3週間で売却！営業電話なしのHowMa体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,100万円アップ&3週間で売却！営業電話なしのHowMa体験談,100万円アップ&3週間で売却！営業電話なしのHowMa体験談
https://www.how-ma.com/mag/interview/improve-realestate-industry-by-it/,no,no,ITで変わる！不動産売却の新常識「電話なしでも売却可能」なサービス体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,ITで変わる！不動産売却の新常識「電話なしでも売却可能」なサービス体験談 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,ITで変わる！不動産売却の新常識「電話なしでも売却可能」なサービス体験談,ITで変わる！不動産売却の新常識「電話なしでも売却可能」なサービス体験談
https://www.how-ma.com/mag/interview/mansion-and-detached-house/,no,no,手間なく1ヶ月で2つの不動産を売却！HowMaなら合理的に早く高く売れる | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,手間なく1ヶ月で2つの不動産を売却！HowMaなら合理的に早く高く売れる | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,手間なく1ヶ月で2つの不動産を売却！HowMaなら合理的に早く高く売れる,手間なく1ヶ月で2つの不動産を売却！HowMaなら合理的に早く高く売れる
https://www.how-ma.com/mag/interview/non-labor-sale-activity/,no,no,自宅から出ずに手間なく物件の売却ができました〜HowMaオンライン売却ご利用者様インタビュー（vol.35）〜【2025年最新版】 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,自宅から出ずに手間なく物件の売却ができました〜HowMaオンライン売却ご利用者様インタビュー（vol.35）〜【2025年最新版】 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,自宅から出ずに手間なく物件の売却ができました〜HowMaオンライン売却ご利用者様インタビュー（vol.35）〜【2025年最新版】,自宅から出ずに手間なく物件の売却ができました〜HowMaオンライン売却ご利用者様インタビュー（vol.35）〜【2025年最新版】
https://www.how-ma.com/mag/interview/not-close-sale-activity/,no,no,不動産会社と密にやり取りをしなくても進められたのがHowMaオンライン売却の魅力 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,不動産会社と密にやり取りをしなくても進められたのがHowMaオンライン売却の魅力 | HowMaマガジン｜家を売る、いつか売るに備えるWEBメディアです,不動産会社と密にやり取りをしなくても進められたのがHowMaオンライン売却の魅力,不動産会社と密にやり取りをしなくても進められたのがHowMaオンライン売却の魅力
